YEAR,MO,DY,HR,T2M,RH2M
2014,6,29,0,13.57,89.0
2014,6,29,1,13.8,88.88
2014,6,29,2,14.05,87.88
2014,6,29,3,14.22,86.69
2014,6,29,4,14.27,85.69
2014,6,29,5,14.3,84.56
2014,6,29,6,14.33,83.5
2014,6,29,7,14.38,82.69
2014,6,29,8,14.47,81.81
2014,6,29,9,14.54,81.12
2014,6,29,10,14.59,80.56
2014,6,29,11,14.62,80.25
2014,6,29,12,14.59,79.94
2014,6,29,13,14.48,79.75
2014,6,29,14,14.29,79.69
2014,6,29,15,14.08,79.38
2014,6,29,16,13.97,79.0
2014,6,29,17,13.91,78.75
2014,6,29,18,13.82,79.06
2014,6,29,19,13.67,79.81
2014,6,29,20,13.46,80.75
2014,6,29,21,13.16,82.12
2014,6,29,22,12.92,83.56
2014,6,29,23,12.8,84.06
2014,6,30,0,12.77,83.75
2014,6,30,1,12.76,83.25
2014,6,30,2,12.75,83.12
2014,6,30,3,12.79,83.06
2014,6,30,4,12.91,82.56
2014,6,30,5,13.08,81.69
2014,6,30,6,13.2,80.81
2014,6,30,7,13.29,80.38
2014,6,30,8,13.4,80.06
2014,6,30,9,13.48,79.88
2014,6,30,10,13.53,79.69
2014,6,30,11,13.61,79.44
2014,6,30,12,13.68,79.12
2014,6,30,13,13.65,78.81
2014,6,30,14,13.51,78.25
2014,6,30,15,13.47,77.5
2014,6,30,16,13.44,77.25
2014,6,30,17,13.39,77.25
2014,6,30,18,13.34,77.31
2014,6,30,19,13.28,77.5
2014,6,30,20,13.21,77.75
2014,6,30,21,13.15,78.06
2014,6,30,22,13.15,78.19
2014,6,30,23,13.18,77.88
2014,7,1,0,13.23,77.69
2014,7,1,1,13.26,77.5
2014,7,1,2,13.3,77.38
2014,7,1,3,13.36,77.5
2014,7,1,4,13.44,77.44
2014,7,1,5,13.54,77.38
2014,7,1,6,13.68,77.44
2014,7,1,7,13.86,77.62
2014,7,1,8,14.02,77.62
2014,7,1,9,14.08,77.88
2014,7,1,10,14.1,78.12
2014,7,1,11,14.09,78.88
2014,7,1,12,14.07,79.5
2014,7,1,13,14.05,79.69
2014,7,1,14,14.01,79.81
2014,7,1,15,13.98,79.75
2014,7,1,16,14.01,79.25
2014,7,1,17,14.03,78.69
2014,7,1,18,14.02,78.38
2014,7,1,19,14.01,78.06
2014,7,1,20,14.01,77.75
2014,7,1,21,13.97,77.5
2014,7,1,22,13.88,77.44
2014,7,1,23,13.76,77.56
2014,7,2,0,13.67,77.44
2014,7,2,1,13.61,77.12
2014,7,2,2,13.53,76.81
2014,7,2,3,13.44,76.88
2014,7,2,4,13.43,76.94
2014,7,2,5,13.44,76.81
2014,7,2,6,13.5,76.25
2014,7,2,7,13.59,76.0
2014,7,2,8,13.73,76.19
2014,7,2,9,13.97,76.75
2014,7,2,10,14.22,77.62
2014,7,2,11,14.43,79.0
2014,7,2,12,14.58,80.69
2014,7,2,13,14.68,82.31
2014,7,2,14,14.78,83.38
2014,7,2,15,14.83,84.38
2014,7,2,16,14.91,85.0
2014,7,2,17,15.03,85.94
2014,7,2,18,15.15,87.0
2014,7,2,19,15.33,87.19
2014,7,2,20,15.53,87.38
2014,7,2,21,15.65,87.56
2014,7,2,22,15.68,88.44
2014,7,2,23,15.72,89.0
2014,7,3,0,15.82,88.5
2014,7,3,1,15.93,88.0
2014,7,3,2,16.02,87.19
2014,7,3,3,15.8,90.12
2014,7,3,4,15.7,91.31
2014,7,3,5,15.64,91.94
2014,7,3,6,15.59,92.31
2014,7,3,7,15.57,92.5
2014,7,3,8,15.54,92.5
2014,7,3,9,15.55,91.69
2014,7,3,10,15.6,90.44
2014,7,3,11,15.64,90.44
2014,7,3,12,15.65,91.75
2014,7,3,13,15.66,93.31
2014,7,3,14,15.67,94.25
2014,7,3,15,15.67,94.38
2014,7,3,16,15.73,93.31
2014,7,3,17,15.81,92.25
2014,7,3,18,15.83,92.12
2014,7,3,19,15.86,92.19
2014,7,3,20,15.9,92.0
2014,7,3,21,15.98,91.56
2014,7,3,22,16.04,91.62
2014,7,3,23,16.09,91.94
2014,7,4,0,16.11,92.56
2014,7,4,1,16.11,93.06
2014,7,4,2,16.02,93.81
2014,7,4,3,15.98,94.12
2014,7,4,4,15.98,93.94
2014,7,4,5,16.0,93.44
2014,7,4,6,16.01,92.94
2014,7,4,7,16.01,92.56
2014,7,4,8,15.99,92.25
2014,7,4,9,15.97,92.25
2014,7,4,10,15.95,92.31
2014,7,4,11,15.92,92.44
2014,7,4,12,15.91,91.88
2014,7,4,13,15.94,90.75
2014,7,4,14,16.01,89.69
2014,7,4,15,16.07,89.38
2014,7,4,16,16.07,89.81
2014,7,4,17,15.98,91.12
2014,7,4,18,15.94,91.94
2014,7,4,19,16.11,90.31
2014,7,4,20,16.08,91.25
2014,7,4,21,16.06,92.12
2014,7,4,22,16.08,92.5
2014,7,4,23,16.0,93.88
2014,7,5,0,15.88,95.5
2014,7,5,1,15.78,96.69
2014,7,5,2,15.75,97.19
2014,7,5,3,15.76,97.19
2014,7,5,4,15.79,96.75
2014,7,5,5,15.85,95.25
2014,7,5,6,15.91,93.62
2014,7,5,7,15.89,93.56
2014,7,5,8,15.86,94.12
2014,7,5,9,15.88,94.56
2014,7,5,10,15.9,94.75
2014,7,5,11,15.87,95.38
2014,7,5,12,15.87,95.56
2014,7,5,13,15.85,95.31
2014,7,5,14,15.74,94.0
2014,7,5,15,15.55,91.94
2014,7,5,16,15.39,89.38
2014,7,5,17,15.29,86.12
2014,7,5,18,15.23,83.94
2014,7,5,19,15.2,82.88
2014,7,5,20,15.2,82.5
2014,7,5,21,15.18,82.31
2014,7,5,22,15.14,81.88
2014,7,5,23,15.11,81.38
2014,7,6,0,15.11,81.06
2014,7,6,1,15.11,80.5
2014,7,6,2,15.09,79.94
2014,7,6,3,15.12,79.75
2014,7,6,4,15.17,80.31
2014,7,6,5,15.23,80.88
2014,7,6,6,15.27,81.06
2014,7,6,7,15.28,81.44
2014,7,6,8,15.25,82.25
2014,7,6,9,15.24,83.56
2014,7,6,10,15.2,85.69
2014,7,6,11,15.12,87.81
2014,7,6,12,15.01,90.38
2014,7,6,13,15.01,93.25
2014,7,6,14,15.19,95.31
2014,7,6,15,15.49,96.12
2014,7,6,16,15.58,96.75
2014,7,6,17,15.49,96.94
2014,7,6,18,15.4,96.62
2014,7,6,19,15.26,96.12
2014,7,6,20,15.11,95.25
2014,7,6,21,14.97,94.19
2014,7,6,22,14.8,92.88
2014,7,6,23,14.65,91.44
2014,7,7,0,14.47,89.75
2014,7,7,1,14.35,87.81
2014,7,7,2,14.19,86.69
2014,7,7,3,14.19,84.94
2014,7,7,4,14.33,82.75
2014,7,7,5,14.52,81.38
2014,7,7,6,14.75,80.75
2014,7,7,7,15.01,81.19
2014,7,7,8,15.26,81.75
2014,7,7,9,15.48,81.44
2014,7,7,10,15.69,80.69
2014,7,7,11,15.87,80.25
2014,7,7,12,16.0,81.38
2014,7,7,13,16.07,83.75
2014,7,7,14,16.12,85.88
2014,7,7,15,16.14,87.56
2014,7,7,16,16.17,88.62
2014,7,7,17,16.19,89.31
2014,7,7,18,16.21,89.81
2014,7,7,19,16.22,90.12
2014,7,7,20,16.23,90.12
2014,7,7,21,16.18,90.19
2014,7,7,22,16.1,90.19
2014,7,7,23,16.01,90.44
2014,7,8,0,15.88,91.25
2014,7,8,1,15.79,92.12
2014,7,8,2,15.69,92.88
2014,7,8,3,15.66,93.31
2014,7,8,4,15.65,93.56
2014,7,8,5,15.66,93.44
2014,7,8,6,15.69,92.75
2014,7,8,7,15.71,91.5
2014,7,8,8,15.72,89.88
2014,7,8,9,15.77,87.88
2014,7,8,10,15.85,86.12
2014,7,8,11,15.91,84.38
2014,7,8,12,15.94,82.31
2014,7,8,13,15.92,80.44
2014,7,8,14,15.91,79.62
2014,7,8,15,15.87,79.25
2014,7,8,16,15.76,80.19
2014,7,8,17,15.53,81.94
2014,7,8,18,15.25,80.56
2014,7,8,19,14.9,80.19
2014,7,8,20,14.7,80.12
2014,7,8,21,14.46,80.19
2014,7,8,22,14.25,80.88
2014,7,8,23,14.19,81.75
2014,7,9,0,14.21,82.0
2014,7,9,1,14.27,82.38
2014,7,9,2,14.34,83.38
2014,7,9,3,14.38,85.19
2014,7,9,4,14.44,86.88
2014,7,9,5,14.57,88.0
2014,7,9,6,14.7,89.44
2014,7,9,7,14.87,90.62
2014,7,9,8,15.0,91.69
2014,7,9,9,15.07,92.69
2014,7,9,10,15.15,93.62
2014,7,9,11,15.21,94.44
2014,7,9,12,15.24,95.31
2014,7,9,13,15.27,96.06
2014,7,9,14,15.31,96.44
2014,7,9,15,15.35,96.75
2014,7,9,16,15.39,96.94
2014,7,9,17,15.47,97.12
2014,7,9,18,15.51,97.25
2014,7,9,19,15.51,97.38
2014,7,9,20,15.51,97.44
2014,7,9,21,15.55,97.44
2014,7,9,22,15.65,97.31
2014,7,9,23,15.76,97.25
2014,7,10,0,15.85,97.25
2014,7,10,1,15.9,97.44
2014,7,10,2,15.94,97.75
2014,7,10,3,15.98,97.88
2014,7,10,4,16.01,97.88
2014,7,10,5,16.03,97.88
2014,7,10,6,16.05,97.75
2014,7,10,7,16.05,97.62
2014,7,10,8,16.06,97.5
2014,7,10,9,16.1,97.31
2014,7,10,10,16.16,97.19
2014,7,10,11,16.23,97.12
2014,7,10,12,16.26,97.25
2014,7,10,13,16.31,97.31
2014,7,10,14,16.37,97.19
2014,7,10,15,16.4,97.06
2014,7,10,16,16.42,96.94
2014,7,10,17,16.41,97.06
2014,7,10,18,16.41,97.0
2014,7,10,19,16.4,97.0
2014,7,10,20,16.42,96.88
2014,7,10,21,16.4,96.88
2014,7,10,22,16.33,97.12
2014,7,10,23,16.29,97.12
2014,7,11,0,16.26,97.06
2014,7,11,1,16.2,97.19
2014,7,11,2,16.18,97.19
2014,7,11,3,16.16,97.25
2014,7,11,4,16.17,97.19
2014,7,11,5,16.2,97.06
2014,7,11,6,16.24,97.06
2014,7,11,7,16.31,97.06
2014,7,11,8,16.38,97.06
2014,7,11,9,16.48,97.12
2014,7,11,10,16.56,97.06
2014,7,11,11,16.65,96.75
2014,7,11,12,16.72,96.31
2014,7,11,13,16.76,95.94
2014,7,11,14,16.8,95.62
2014,7,11,15,16.8,95.38
2014,7,11,16,16.79,95.0
2014,7,11,17,16.79,94.5
2014,7,11,18,16.77,93.94
2014,7,11,19,16.76,93.12
2014,7,11,20,16.74,92.31
2014,7,11,21,16.72,91.56
2014,7,11,22,16.69,90.88
2014,7,11,23,16.68,90.56
2014,7,12,0,16.62,91.06
2014,7,12,1,16.52,92.5
2014,7,12,2,16.44,94.31
2014,7,12,3,16.46,95.38
2014,7,12,4,16.51,96.06
2014,7,12,5,16.53,96.62
2014,7,12,6,16.55,97.06
2014,7,12,7,16.58,97.38
2014,7,12,8,16.62,97.44
2014,7,12,9,16.76,96.88
2014,7,12,10,16.93,96.19
2014,7,12,11,17.05,95.44
2014,7,12,12,17.14,95.0
2014,7,12,13,17.2,94.94
2014,7,12,14,17.23,95.25
2014,7,12,15,17.25,95.75
2014,7,12,16,17.25,96.25
2014,7,12,17,17.25,96.62
2014,7,12,18,17.26,96.75
2014,7,12,19,17.29,96.81
2014,7,12,20,17.3,96.81
2014,7,12,21,17.26,97.12
2014,7,12,22,17.15,97.75
2014,7,12,23,17.05,98.25
2014,7,13,0,17.01,98.44
2014,7,13,1,16.97,98.5
2014,7,13,2,16.93,98.31
2014,7,13,3,16.88,98.0
2014,7,13,4,16.8,97.38
2014,7,13,5,16.73,96.31
2014,7,13,6,16.67,95.0
2014,7,13,7,16.65,93.44
2014,7,13,8,16.66,91.94
2014,7,13,9,16.76,91.25
2014,7,13,10,16.86,92.06
2014,7,13,11,16.92,92.75
2014,7,13,12,16.98,92.81
2014,7,13,13,17.03,92.69
2014,7,13,14,17.08,92.44
2014,7,13,15,17.09,92.38
2014,7,13,16,17.08,92.69
2014,7,13,17,17.08,93.06
2014,7,13,18,17.07,93.06
2014,7,13,19,17.08,92.75
2014,7,13,20,17.11,92.12
2014,7,13,21,17.11,91.69
2014,7,13,22,17.1,91.31
2014,7,13,23,17.05,91.25
2014,7,14,0,16.97,91.81
2014,7,14,1,16.83,93.25
2014,7,14,2,16.7,94.75
2014,7,14,3,16.58,95.81
2014,7,14,4,16.49,96.19
2014,7,14,5,16.48,95.44
2014,7,14,6,16.49,93.88
2014,7,14,7,16.51,92.19
2014,7,14,8,16.54,90.5
2014,7,14,9,16.54,89.31
2014,7,14,10,16.52,88.25
2014,7,14,11,16.48,87.44
2014,7,14,12,16.4,87.25
2014,7,14,13,16.33,87.44
2014,7,14,14,16.27,87.56
2014,7,14,15,16.26,86.56
2014,7,14,16,16.3,83.94
2014,7,14,17,16.32,80.19
2014,7,14,18,16.36,76.94
2014,7,14,19,16.42,76.38
2014,7,14,20,16.48,78.31
2014,7,14,21,16.53,81.88
2014,7,14,22,16.55,85.94
2014,7,14,23,16.58,89.31
2014,7,15,0,16.68,91.62
2014,7,15,1,16.8,92.88
2014,7,15,2,16.87,93.56
2014,7,15,3,16.83,94.38
2014,7,15,4,16.75,94.12
2014,7,15,5,16.59,91.75
2014,7,15,6,16.37,87.44
2014,7,15,7,16.15,83.5
2014,7,15,8,16.02,81.38
2014,7,15,9,16.05,80.62
2014,7,15,10,16.12,79.88
2014,7,15,11,16.17,79.38
2014,7,15,12,16.19,79.25
2014,7,15,13,16.19,79.19
2014,7,15,14,16.2,79.06
2014,7,15,15,16.19,78.81
2014,7,15,16,16.19,78.25
2014,7,15,17,16.22,77.38
2014,7,15,18,16.24,76.38
2014,7,15,19,16.26,75.31
2014,7,15,20,16.27,74.12
2014,7,15,21,16.19,73.88
2014,7,15,22,16.05,74.62
2014,7,15,23,15.93,75.56
2014,7,16,0,15.82,76.19
2014,7,16,1,15.74,76.31
2014,7,16,2,15.68,76.0
2014,7,16,3,15.71,75.06
2014,7,16,4,15.79,74.12
2014,7,16,5,15.9,73.62
2014,7,16,6,16.04,73.75
2014,7,16,7,16.19,74.44
2014,7,16,8,16.35,75.44
2014,7,16,9,16.51,76.31
2014,7,16,10,16.64,77.12
2014,7,16,11,16.74,77.81
2014,7,16,12,16.83,78.44
2014,7,16,13,16.89,78.75
2014,7,16,14,16.95,79.25
2014,7,16,15,16.96,80.38
2014,7,16,16,16.95,81.94
2014,7,16,17,16.96,83.69
2014,7,16,18,16.98,85.88
2014,7,16,19,16.99,88.12
2014,7,16,20,17.04,90.06
2014,7,16,21,17.05,91.56
2014,7,16,22,17.04,93.0
2014,7,16,23,17.01,94.19
2014,7,17,0,17.02,94.56
2014,7,17,1,17.01,94.69
2014,7,17,2,17.01,94.56
2014,7,17,3,16.95,94.75
2014,7,17,4,16.94,93.94
2014,7,17,5,16.91,91.62
2014,7,17,6,16.86,88.31
2014,7,17,7,16.79,85.0
2014,7,17,8,16.72,82.31
2014,7,17,9,16.68,81.19
2014,7,17,10,16.68,80.94
2014,7,17,11,16.7,80.81
2014,7,17,12,16.73,80.62
2014,7,17,13,16.76,80.44
2014,7,17,14,16.77,80.19
2014,7,17,15,16.79,80.12
2014,7,17,16,16.82,80.0
2014,7,17,17,16.84,79.88
2014,7,17,18,16.85,79.69
2014,7,17,19,16.85,79.62
2014,7,17,20,16.86,79.56
2014,7,17,21,16.8,79.69
2014,7,17,22,16.67,80.12
2014,7,17,23,16.55,80.5
2014,7,18,0,16.44,80.81
2014,7,18,1,16.33,81.56
2014,7,18,2,16.23,82.69
2014,7,18,3,16.18,83.62
2014,7,18,4,16.23,84.12
2014,7,18,5,16.3,84.31
2014,7,18,6,16.4,84.5
2014,7,18,7,16.51,84.69
2014,7,18,8,16.63,84.62
2014,7,18,9,16.75,84.38
2014,7,18,10,16.85,84.0
2014,7,18,11,16.94,83.62
2014,7,18,12,17.02,83.06
2014,7,18,13,17.12,82.56
2014,7,18,14,17.19,82.31
2014,7,18,15,17.26,82.62
2014,7,18,16,17.33,83.38
2014,7,18,17,17.4,84.25
2014,7,18,18,17.44,85.06
2014,7,18,19,17.5,86.0
2014,7,18,20,17.55,86.62
2014,7,18,21,17.56,87.06
2014,7,18,22,17.55,87.25
2014,7,18,23,17.6,86.94
2014,7,19,0,17.62,87.38
2014,7,19,1,17.65,88.0
2014,7,19,2,17.67,88.81
2014,7,19,3,17.9,88.12
2014,7,19,4,17.94,89.75
2014,7,19,5,17.87,92.12
2014,7,19,6,18.0,92.69
2014,7,19,7,18.01,93.81
2014,7,19,8,18.03,94.88
2014,7,19,9,18.08,95.44
2014,7,19,10,18.09,96.12
2014,7,19,11,17.98,97.5
2014,7,19,12,17.96,97.88
2014,7,19,13,17.99,97.81
2014,7,19,14,18.11,96.75
2014,7,19,15,18.45,93.38
2014,7,19,16,18.51,93.0
2014,7,19,17,18.57,92.81
2014,7,19,18,18.6,92.94
2014,7,19,19,18.61,93.25
2014,7,19,20,18.4,95.12
2014,7,19,21,18.26,96.56
2014,7,19,22,18.24,97.0
2014,7,19,23,18.27,96.31
2014,7,20,0,18.28,95.56
2014,7,20,1,18.31,95.38
2014,7,20,2,18.26,95.94
2014,7,20,3,18.24,96.0
2014,7,20,4,18.15,96.62
2014,7,20,5,18.11,97.31
2014,7,20,6,18.11,97.12
2014,7,20,7,18.12,96.06
2014,7,20,8,18.11,94.81
2014,7,20,9,18.01,94.56
2014,7,20,10,17.91,94.31
2014,7,20,11,17.84,94.06
2014,7,20,12,17.69,94.81
2014,7,20,13,17.64,95.31
2014,7,20,14,17.73,95.06
2014,7,20,15,17.73,95.5
2014,7,20,16,17.69,96.38
2014,7,20,17,17.67,96.94
2014,7,20,18,17.69,97.06
2014,7,20,19,17.74,96.88
2014,7,20,20,17.75,96.69
2014,7,20,21,17.68,96.88
2014,7,20,22,17.58,97.06
2014,7,20,23,17.51,97.12
2014,7,21,0,17.45,96.94
2014,7,21,1,17.38,96.62
2014,7,21,2,17.27,96.56
2014,7,21,3,17.15,96.62
2014,7,21,4,17.03,96.94
2014,7,21,5,16.96,97.06
2014,7,21,6,16.91,97.12
2014,7,21,7,16.87,97.19
2014,7,21,8,16.87,97.19
2014,7,21,9,16.92,97.12
2014,7,21,10,17.02,97.0
2014,7,21,11,17.12,97.0
2014,7,21,12,17.22,97.06
2014,7,21,13,17.29,97.12
2014,7,21,14,17.34,97.19
2014,7,21,15,17.4,97.25
2014,7,21,16,17.46,97.25
2014,7,21,17,17.51,97.25
2014,7,21,18,17.55,97.25
2014,7,21,19,17.58,97.19
2014,7,21,20,17.62,97.0
2014,7,21,21,17.56,97.19
2014,7,21,22,17.49,97.38
2014,7,21,23,17.42,97.5
2014,7,22,0,17.37,97.56
2014,7,22,1,17.33,97.44
2014,7,22,2,17.3,97.44
2014,7,22,3,17.3,97.38
2014,7,22,4,17.35,97.12
2014,7,22,5,17.41,97.0
2014,7,22,6,17.49,96.88
2014,7,22,7,17.57,96.75
2014,7,22,8,17.64,96.5
2014,7,22,9,17.75,96.25
2014,7,22,10,17.87,95.94
2014,7,22,11,17.95,95.81
2014,7,22,12,18.02,95.81
2014,7,22,13,18.08,95.75
2014,7,22,14,18.13,95.56
2014,7,22,15,18.19,95.06
2014,7,22,16,18.24,94.38
2014,7,22,17,18.31,93.44
2014,7,22,18,18.37,92.38
2014,7,22,19,18.43,91.31
2014,7,22,20,18.48,90.19
2014,7,22,21,18.45,89.06
2014,7,22,22,18.32,88.38
2014,7,22,23,18.19,88.38
2014,7,23,0,18.06,88.88
2014,7,23,1,17.94,89.75
2014,7,23,2,17.83,90.69
2014,7,23,3,17.8,91.44
2014,7,23,4,17.8,92.06
2014,7,23,5,17.83,92.56
2014,7,23,6,17.87,92.94
2014,7,23,7,17.92,93.38
2014,7,23,8,17.99,93.56
2014,7,23,9,18.17,93.25
2014,7,23,10,18.4,92.62
2014,7,23,11,18.61,92.0
2014,7,23,12,18.77,91.56
2014,7,23,13,18.9,91.12
2014,7,23,14,19.01,90.44
2014,7,23,15,19.15,89.56
2014,7,23,16,19.32,88.56
2014,7,23,17,19.43,87.75
2014,7,23,18,19.49,87.38
2014,7,23,19,19.51,87.62
2014,7,23,20,19.45,88.88
2014,7,23,21,19.3,91.0
2014,7,23,22,19.11,93.5
2014,7,23,23,18.94,95.62
2014,7,24,0,18.84,97.0
2014,7,24,1,18.78,97.81
2014,7,24,2,18.8,97.75
2014,7,24,3,18.82,97.44
2014,7,24,4,18.84,96.94
2014,7,24,5,18.89,96.31
2014,7,24,6,18.92,95.75
2014,7,24,7,18.95,95.12
2014,7,24,8,19.0,94.5
2014,7,24,9,19.09,93.69
2014,7,24,10,19.22,92.69
2014,7,24,11,19.36,91.44
2014,7,24,12,19.47,90.31
2014,7,24,13,19.58,89.25
2014,7,24,14,19.67,88.44
2014,7,24,15,19.72,88.0
2014,7,24,16,19.75,88.0
2014,7,24,17,19.75,88.44
2014,7,24,18,19.76,88.88
2014,7,24,19,19.73,89.44
2014,7,24,20,19.74,89.81
2014,7,24,21,19.66,90.25
2014,7,24,22,19.52,90.94
2014,7,24,23,19.4,91.31
2014,7,25,0,19.31,91.5
2014,7,25,1,19.23,91.5
2014,7,25,2,19.15,91.62
2014,7,25,3,19.08,92.12
2014,7,25,4,19.03,92.81
2014,7,25,5,18.99,93.69
2014,7,25,6,19.02,94.19
2014,7,25,7,19.09,94.38
2014,7,25,8,19.18,94.25
2014,7,25,9,19.29,94.06
2014,7,25,10,19.4,93.88
2014,7,25,11,19.48,93.75
2014,7,25,12,19.55,93.44
2014,7,25,13,19.62,92.81
2014,7,25,14,19.65,92.12
2014,7,25,15,19.64,91.81
2014,7,25,16,19.57,92.06
2014,7,25,17,19.48,93.0
2014,7,25,18,19.38,94.25
2014,7,25,19,19.3,95.5
2014,7,25,20,19.24,96.44
2014,7,25,21,19.27,96.69
2014,7,25,22,19.32,96.75
2014,7,25,23,19.36,96.81
2014,7,26,0,19.42,96.56
2014,7,26,1,19.48,96.19
2014,7,26,2,19.51,95.75
2014,7,26,3,19.58,95.12
2014,7,26,4,19.65,94.38
2014,7,26,5,19.74,93.56
2014,7,26,6,19.82,92.81
2014,7,26,7,19.87,92.5
2014,7,26,8,19.89,92.56
2014,7,26,9,19.87,93.0
2014,7,26,10,19.84,93.44
2014,7,26,11,19.83,93.69
2014,7,26,12,19.8,93.94
2014,7,26,13,19.78,94.06
2014,7,26,14,19.78,93.88
2014,7,26,15,19.81,93.5
2014,7,26,16,19.9,92.88
2014,7,26,17,19.98,92.31
2014,7,26,18,20.11,91.44
2014,7,26,19,20.23,90.44
2014,7,26,20,20.32,89.69
2014,7,26,21,20.09,91.12
2014,7,26,22,19.66,94.38
2014,7,26,23,19.43,95.81
2014,7,27,0,19.25,96.0
2014,7,27,1,19.0,96.62
2014,7,27,2,18.79,97.0
2014,7,27,3,18.66,96.62
2014,7,27,4,18.6,96.06
2014,7,27,5,18.58,95.94
2014,7,27,6,18.58,96.19
2014,7,27,7,18.57,96.19
2014,7,27,8,18.58,94.81
2014,7,27,9,18.6,92.19
2014,7,27,10,18.55,89.31
2014,7,27,11,18.35,88.12
2014,7,27,12,18.18,87.12
2014,7,27,13,18.04,86.12
2014,7,27,14,17.95,84.81
2014,7,27,15,17.87,83.25
2014,7,27,16,17.85,81.25
2014,7,27,17,17.88,79.19
2014,7,27,18,17.88,77.75
2014,7,27,19,17.85,76.69
2014,7,27,20,17.81,76.19
2014,7,27,21,17.74,76.62
2014,7,27,22,17.65,77.38
2014,7,27,23,17.57,77.81
2014,7,28,0,17.5,78.0
2014,7,28,1,17.44,78.0
2014,7,28,2,17.37,77.94
2014,7,28,3,17.37,77.75
2014,7,28,4,17.45,77.81
2014,7,28,5,17.53,77.44
2014,7,28,6,17.6,76.19
2014,7,28,7,17.67,75.88
2014,7,28,8,17.76,76.25
2014,7,28,9,17.88,75.44
2014,7,28,10,18.04,74.5
2014,7,28,11,18.17,74.12
2014,7,28,12,18.27,74.25
2014,7,28,13,18.34,74.5
2014,7,28,14,18.4,74.38
2014,7,28,15,18.39,74.5
2014,7,28,16,18.34,74.75
2014,7,28,17,18.28,75.06
2014,7,28,18,18.2,75.25
2014,7,28,19,18.14,75.25
2014,7,28,20,18.04,75.38
2014,7,28,21,17.95,75.62
2014,7,28,22,17.88,76.38
2014,7,28,23,17.81,77.38
2014,7,29,0,17.74,78.06
2014,7,29,1,17.66,78.62
2014,7,29,2,17.6,78.94
2014,7,29,3,17.58,78.88
2014,7,29,4,17.58,78.31
2014,7,29,5,17.59,77.5
2014,7,29,6,17.63,76.56
2014,7,29,7,17.72,75.75
2014,7,29,8,17.82,75.38
2014,7,29,9,18.0,75.0
2014,7,29,10,18.19,74.94
2014,7,29,11,18.37,75.25
2014,7,29,12,18.5,76.06
2014,7,29,13,18.59,77.38
2014,7,29,14,18.65,78.62
2014,7,29,15,18.61,79.94
2014,7,29,16,18.51,81.19
2014,7,29,17,18.42,81.62
2014,7,29,18,18.3,81.88
2014,7,29,19,18.19,82.12
2014,7,29,20,18.12,82.19
2014,7,29,21,18.05,82.0
2014,7,29,22,17.99,81.25
2014,7,29,23,18.0,79.94
2014,7,30,0,18.05,78.62
2014,7,30,1,18.09,77.75
2014,7,30,2,18.05,77.88
2014,7,30,3,18.02,78.44
2014,7,30,4,17.98,79.06
2014,7,30,5,17.95,79.5
2014,7,30,6,17.94,79.69
2014,7,30,7,17.97,79.25
2014,7,30,8,17.99,78.56
2014,7,30,9,17.96,78.25
2014,7,30,10,17.89,78.44
2014,7,30,11,17.81,79.06
2014,7,30,12,17.76,80.19
2014,7,30,13,17.76,81.5
2014,7,30,14,17.83,82.44
2014,7,30,15,17.98,82.94
2014,7,30,16,18.12,82.88
2014,7,30,17,18.27,82.56
2014,7,30,18,18.42,81.88
2014,7,30,19,18.58,80.94
2014,7,30,20,18.65,80.25
2014,7,30,21,18.58,80.0
2014,7,30,22,18.41,80.5
2014,7,30,23,18.22,81.38
2014,7,31,0,18.03,81.88
2014,7,31,1,17.9,81.94
2014,7,31,2,17.78,81.81
2014,7,31,3,17.67,81.81
2014,7,31,4,17.51,82.19
2014,7,31,5,17.39,82.75
2014,7,31,6,17.32,83.06
2014,7,31,7,17.33,83.0
2014,7,31,8,17.41,83.19
2014,7,31,9,17.5,84.06
2014,7,31,10,17.58,85.69
2014,7,31,11,17.73,86.62
2014,7,31,12,17.88,86.56
2014,7,31,13,17.94,86.56
2014,7,31,14,18.0,86.06
2014,7,31,15,18.09,85.0
2014,7,31,16,18.23,83.31
2014,7,31,17,18.4,81.44
2014,7,31,18,18.5,81.25
2014,7,31,19,18.53,82.56
2014,7,31,20,18.52,84.31
2014,7,31,21,18.51,85.69
2014,7,31,22,18.5,86.12
2014,7,31,23,18.48,86.25
2014,8,1,0,18.45,86.06
2014,8,1,1,18.44,85.81
2014,8,1,2,18.42,85.88
2014,8,1,3,18.4,86.25
2014,8,1,4,18.42,86.5
2014,8,1,5,18.47,86.81
2014,8,1,6,18.51,87.5
2014,8,1,7,18.56,87.81
2014,8,1,8,18.61,88.06
2014,8,1,9,18.65,88.19
2014,8,1,10,18.69,88.56
2014,8,1,11,18.73,89.19
2014,8,1,12,18.73,89.75
2014,8,1,13,18.75,90.06
2014,8,1,14,18.76,90.5
2014,8,1,15,18.77,90.69
2014,8,1,16,18.8,90.88
2014,8,1,17,18.83,91.31
2014,8,1,18,18.87,91.88
2014,8,1,19,18.88,91.88
2014,8,1,20,18.83,91.81
2014,8,1,21,18.73,91.62
2014,8,1,22,18.63,91.06
2014,8,1,23,18.62,90.44
2014,8,2,0,18.65,90.38
2014,8,2,1,18.68,91.25
2014,8,2,2,18.69,92.25
2014,8,2,3,18.68,92.5
2014,8,2,4,18.66,92.06
2014,8,2,5,18.65,90.75
